Employee_ID,Name,Department,Role_Title,Age,Gender,Tenure_Years,Engagement_Score,Workload_Score,Exit_Interview_Feedback,Reason_For_Turnover,Knowledge_Dependency_Level,Key_Project_Participation,Productivity_Impact_Score,Performance_Score,Internal_Mobility_Participation,Learning_Development_Plan,Remote_Work_Status,Flexibility_Satisfaction,Recognition_Received,Predicted_Turnover_Risk,Retention_Action_Taken,Last_Engagement_Check,Voluntary_Turnover
3115,Employee_3115,HR,Analyst,44,Non-binary,7.9,0.6,0.35,Cultural Issues,Compensation,Medium,TRUE,8,3.8,TRUE,TRUE,FALSE,7,10,Low,Promotion Offered,10/15/2029,TRUE
3116,Employee_3116,Marketing,Analyst,59,Male,14.8,0.35,0.37,Burnout,Relocation,High,TRUE,8,4.7,FALSE,FALSE,FALSE,8,6,Low,Mentorship,10/16/2029,TRUE
3117,Employee_3117,IT,Executive,22,Non-binary,18.6,0.71,0.54,Cultural Issues,Relocation,Medium,TRUE,7,3.6,TRUE,TRUE,TRUE,5,1,Low,Mentorship,10/17/2029,FALSE
3118,Employee_3118,IT,Executive,25,Non-binary,12.8,0.67,0.38,Lack of Growth,Compensation,Medium,FALSE,5,3.6,TRUE,FALSE,TRUE,5,14,Medium,Salary Adjustment,10/18/2029,TRUE
3119,Employee_3119,Operations,Intern,56,Male,15.9,0.72,0.63,Lack of Growth,Better Opportunity,Low,TRUE,10,2.7,FALSE,TRUE,FALSE,5,7,Medium,Training,10/19/2029,FALSE
3120,Employee_3120,Marketing,Manager,44,Non-binary,3.8,0.22,0.58,Burnout,Personal Reasons,High,FALSE,5,3.8,TRUE,FALSE,TRUE,6,1,Medium,Training,10/20/2029,FALSE
3121,Employee_3121,Marketing,Senior Developer,48,Male,4.6,0.64,0.81,Management Conflict,Burnout,High,FALSE,1,3.1,FALSE,FALSE,TRUE,6,1,Medium,Mentorship,10/21/2029,FALSE
3122,Employee_3122,IT,Senior Developer,47,Male,10.9,0.68,0.97,Work-Life Balance,Compensation,Low,FALSE,6,3.9,FALSE,TRUE,FALSE,5,3,Medium,None,10/22/2029,FALSE
3123,Employee_3123,HR,Senior Developer,29,Non-binary,3.9,0.37,0.83,Work-Life Balance,Compensation,Low,FALSE,8,2.9,TRUE,FALSE,FALSE,7,9,Low,Training,10/23/2029,TRUE
3124,Employee_3124,Sales,Analyst,37,Male,12.9,0.37,0.43,Lack of Growth,Compensation,Medium,TRUE,8,4.1,FALSE,FALSE,FALSE,8,0,High,Training,10/24/2029,TRUE
3125,Employee_3125,Sales,Executive,24,Male,6.2,0.42,0.95,Lack of Growth,Compensation,Medium,TRUE,1,3.9,TRUE,FALSE,TRUE,5,10,Medium,None,10/25/2029,FALSE
3126,Employee_3126,Marketing,Manager,53,Female,15.9,0.77,0.57,Work-Life Balance,Relocation,High,TRUE,8,3.4,TRUE,FALSE,TRUE,10,6,High,Promotion Offered,10/26/2029,TRUE
3127,Employee_3127,Sales,Analyst,26,Male,16.3,0.69,0.63,Work-Life Balance,Better Opportunity,High,FALSE,6,2.3,TRUE,TRUE,TRUE,7,1,Medium,None,10/27/2029,TRUE
3128,Employee_3128,IT,Executive,41,Female,9.5,0.88,0.6,Management Conflict,Compensation,Medium,TRUE,4,3.9,FALSE,FALSE,TRUE,9,14,High,Salary Adjustment,10/28/2029,FALSE
3129,Employee_3129,IT,Executive,35,Female,4,0.44,0.5,Work-Life Balance,Compensation,Low,FALSE,4,4.6,TRUE,TRUE,FALSE,8,13,Low,Salary Adjustment,10/29/2029,TRUE
3130,Employee_3130,Marketing,Lead,53,Female,13.1,0.93,0.93,Cultural Issues,Compensation,High,FALSE,5,2.5,FALSE,TRUE,FALSE,6,14,Low,Mentorship,10/30/2029,TRUE
3131,Employee_3131,Marketing,Lead,47,Female,19.9,0.79,0.53,Work-Life Balance,Personal Reasons,Low,TRUE,7,2.3,TRUE,TRUE,FALSE,9,13,Low,Promotion Offered,10/31/2029,FALSE
3132,Employee_3132,Operations,Manager,27,Non-binary,12.6,0.52,0.71,Better Opportunity,Personal Reasons,Medium,FALSE,1,2.1,TRUE,FALSE,FALSE,9,5,High,Training,11/1/2029,FALSE
3133,Employee_3133,Marketing,Manager,57,Non-binary,1.2,0.28,0.47,Work-Life Balance,Burnout,High,TRUE,2,2.1,TRUE,TRUE,FALSE,10,13,Medium,Mentorship,11/2/2029,TRUE
3134,Employee_3134,HR,Manager,26,Male,0.8,0.41,0.86,Lack of Growth,Better Opportunity,High,FALSE,9,4.5,TRUE,FALSE,FALSE,10,4,Low,Mentorship,11/3/2029,TRUE
3135,Employee_3135,Sales,Analyst,34,Male,6.7,0.97,0.84,Lack of Growth,Compensation,Medium,FALSE,6,4.2,FALSE,TRUE,FALSE,10,13,High,Training,11/4/2029,FALSE
3136,Employee_3136,Marketing,Intern,53,Male,4.3,0.45,0.51,Better Opportunity,Burnout,Medium,TRUE,2,2.6,TRUE,TRUE,TRUE,9,4,Medium,Training,11/5/2029,FALSE
3137,Employee_3137,Finance,Manager,37,Non-binary,16.4,0.46,0.78,Cultural Issues,Burnout,Low,FALSE,0,4.8,TRUE,FALSE,FALSE,7,12,Low,None,11/6/2029,TRUE
3138,Employee_3138,Operations,Lead,22,Female,17,0.35,0.79,Work-Life Balance,Better Opportunity,Low,TRUE,5,2.4,TRUE,TRUE,TRUE,5,3,Medium,Salary Adjustment,11/7/2029,TRUE
3139,Employee_3139,Finance,Intern,34,Non-binary,5.5,0.85,0.69,Work-Life Balance,Personal Reasons,Medium,TRUE,6,3.1,TRUE,FALSE,TRUE,9,13,Medium,Training,11/8/2029,FALSE
3140,Employee_3140,IT,Analyst,32,Non-binary,6.9,0.42,0.72,Better Opportunity,Better Opportunity,Medium,TRUE,8,3.4,TRUE,FALSE,FALSE,5,4,Low,None,11/9/2029,FALSE
3141,Employee_3141,Sales,Intern,29,Male,5.1,0.46,0.7,Management Conflict,Burnout,Medium,FALSE,0,2.2,TRUE,FALSE,TRUE,9,11,Low,Salary Adjustment,11/10/2029,FALSE
3142,Employee_3142,Marketing,Senior Developer,46,Male,18.2,0.53,0.36,Management Conflict,Better Opportunity,High,TRUE,10,3,FALSE,TRUE,TRUE,7,10,Medium,Promotion Offered,11/11/2029,FALSE
3143,Employee_3143,Finance,Intern,53,Male,10.3,0.55,0.77,Cultural Issues,Personal Reasons,Medium,TRUE,8,2.3,FALSE,FALSE,TRUE,5,8,Low,Promotion Offered,11/12/2029,FALSE
3144,Employee_3144,Sales,Manager,45,Female,13.3,0.53,0.63,Work-Life Balance,Burnout,High,TRUE,9,4.4,FALSE,FALSE,TRUE,6,12,Low,Promotion Offered,11/13/2029,FALSE
3145,Employee_3145,IT,Analyst,49,Female,8.6,0.6,0.61,Work-Life Balance,Better Opportunity,Medium,TRUE,6,2.1,TRUE,FALSE,FALSE,8,12,Low,Training,11/14/2029,TRUE
3146,Employee_3146,HR,Manager,35,Non-binary,12.8,0.85,0.9,Work-Life Balance,Compensation,High,FALSE,7,2.1,TRUE,TRUE,TRUE,9,11,High,Salary Adjustment,11/15/2029,TRUE
3147,Employee_3147,Operations,Lead,24,Female,8,0.86,0.32,Lack of Growth,Compensation,Low,TRUE,2,4.2,TRUE,FALSE,FALSE,9,11,Low,Salary Adjustment,11/16/2029,TRUE
3148,Employee_3148,Sales,Senior Developer,57,Male,7.1,0.84,0.48,Burnout,Better Opportunity,Low,TRUE,4,4.3,FALSE,FALSE,TRUE,7,0,Low,Promotion Offered,11/17/2029,FALSE
3149,Employee_3149,Sales,Lead,48,Female,12.9,0.28,0.38,Management Conflict,Better Opportunity,High,TRUE,2,3.5,FALSE,TRUE,TRUE,8,1,Medium,Mentorship,11/18/2029,FALSE
3150,Employee_3150,HR,Manager,41,Female,12,0.84,0.32,Burnout,Personal Reasons,Low,TRUE,6,3,TRUE,TRUE,FALSE,10,11,Medium,Salary Adjustment,11/19/2029,FALSE
3151,Employee_3151,Sales,Manager,36,Female,6.2,0.3,0.49,Better Opportunity,Burnout,Low,TRUE,1,2.7,FALSE,FALSE,FALSE,5,14,Low,Salary Adjustment,11/20/2029,TRUE
3152,Employee_3152,IT,Manager,48,Female,3.4,0.3,0.99,Burnout,Better Opportunity,High,FALSE,5,2.4,FALSE,FALSE,TRUE,9,6,Medium,None,11/21/2029,TRUE
3153,Employee_3153,IT,Executive,49,Male,7.7,0.96,0.49,Lack of Growth,Burnout,Medium,TRUE,9,3.5,TRUE,FALSE,FALSE,6,8,High,Promotion Offered,11/22/2029,FALSE
3154,Employee_3154,HR,Senior Developer,46,Male,8.6,0.86,0.76,Lack of Growth,Compensation,Medium,FALSE,1,3.5,TRUE,FALSE,FALSE,10,2,Low,Mentorship,11/23/2029,FALSE
3155,Employee_3155,Operations,Manager,54,Non-binary,12.8,0.64,0.38,Management Conflict,Burnout,High,TRUE,8,3.4,FALSE,FALSE,FALSE,10,5,Medium,None,11/24/2029,FALSE
3156,Employee_3156,Marketing,Manager,35,Non-binary,18.3,0.9,0.72,Work-Life Balance,Relocation,Low,FALSE,5,4.3,FALSE,TRUE,FALSE,6,12,Medium,Mentorship,11/25/2029,TRUE
3157,Employee_3157,Finance,Lead,29,Non-binary,1.2,0.99,0.99,Cultural Issues,Personal Reasons,Medium,TRUE,4,2.3,TRUE,TRUE,FALSE,7,4,Low,Mentorship,11/26/2029,FALSE
3158,Employee_3158,Marketing,Lead,35,Female,5.3,0.69,0.5,Burnout,Personal Reasons,Medium,FALSE,5,4,FALSE,FALSE,TRUE,10,8,Medium,Mentorship,11/27/2029,FALSE
3159,Employee_3159,Sales,Manager,22,Female,4.3,0.69,0.89,Better Opportunity,Burnout,Low,FALSE,5,3.2,FALSE,FALSE,FALSE,9,14,Medium,Training,11/28/2029,FALSE
3160,Employee_3160,Finance,Analyst,37,Male,10.3,0.8,1,Management Conflict,Personal Reasons,High,TRUE,5,2.7,TRUE,FALSE,TRUE,7,8,Medium,Salary Adjustment,11/29/2029,FALSE
3161,Employee_3161,HR,Executive,39,Non-binary,8.9,0.39,0.71,Cultural Issues,Burnout,High,FALSE,9,4,TRUE,FALSE,TRUE,8,12,Low,Salary Adjustment,11/30/2029,TRUE
3162,Employee_3162,HR,Lead,28,Male,14.7,0.33,0.52,Management Conflict,Burnout,Medium,TRUE,5,2.6,FALSE,TRUE,TRUE,6,14,Low,None,12/1/2029,FALSE
3163,Employee_3163,Operations,Analyst,36,Non-binary,5.2,0.81,0.77,Management Conflict,Compensation,High,TRUE,8,2.7,FALSE,FALSE,FALSE,6,11,Medium,Mentorship,12/2/2029,FALSE
3164,Employee_3164,Finance,Executive,45,Non-binary,12.1,0.48,0.89,Management Conflict,Burnout,Low,FALSE,6,5,TRUE,FALSE,TRUE,7,9,Medium,Mentorship,12/3/2029,TRUE
3165,Employee_3165,IT,Manager,34,Non-binary,17.7,0.31,0.42,Management Conflict,Personal Reasons,High,FALSE,10,4.7,TRUE,TRUE,FALSE,8,2,Medium,Salary Adjustment,12/4/2029,FALSE
3166,Employee_3166,Finance,Senior Developer,30,Female,18.3,0.45,0.62,Work-Life Balance,Relocation,High,FALSE,0,4.1,TRUE,FALSE,FALSE,10,9,Low,Mentorship,12/5/2029,TRUE
3167,Employee_3167,Sales,Intern,36,Non-binary,19.2,0.49,0.52,Lack of Growth,Better Opportunity,High,TRUE,9,2.9,FALSE,TRUE,FALSE,5,9,Medium,Mentorship,12/6/2029,FALSE
3168,Employee_3168,IT,Intern,56,Non-binary,15.6,0.97,0.5,Burnout,Personal Reasons,High,FALSE,8,3.6,FALSE,FALSE,TRUE,8,1,Medium,Mentorship,12/7/2029,FALSE
3169,Employee_3169,HR,Manager,45,Female,18.2,0.76,0.9,Management Conflict,Relocation,Low,FALSE,5,2.4,TRUE,FALSE,FALSE,7,12,Medium,Promotion Offered,12/8/2029,TRUE
3170,Employee_3170,Finance,Lead,54,Non-binary,5.1,0.62,0.6,Cultural Issues,Personal Reasons,High,FALSE,9,3,FALSE,TRUE,TRUE,10,9,High,Promotion Offered,12/9/2029,FALSE
3171,Employee_3171,Marketing,Analyst,37,Female,4.4,0.98,0.54,Burnout,Relocation,Medium,TRUE,7,2.2,FALSE,FALSE,FALSE,10,3,High,Promotion Offered,12/10/2029,TRUE
3172,Employee_3172,Operations,Senior Developer,29,Female,0.6,0.92,0.72,Cultural Issues,Personal Reasons,High,TRUE,2,3.8,TRUE,FALSE,TRUE,10,11,Medium,None,12/11/2029,TRUE
3173,Employee_3173,Marketing,Executive,50,Male,14.3,0.61,0.45,Cultural Issues,Better Opportunity,Medium,FALSE,2,4.6,FALSE,FALSE,TRUE,7,11,Medium,Mentorship,12/12/2029,TRUE
3174,Employee_3174,Operations,Manager,44,Female,18.8,0.92,0.46,Lack of Growth,Compensation,Low,FALSE,8,4.4,FALSE,TRUE,FALSE,8,8,High,Promotion Offered,12/13/2029,TRUE
3175,Employee_3175,Sales,Senior Developer,52,Female,4.1,0.52,0.66,Lack of Growth,Compensation,High,FALSE,8,4.6,FALSE,TRUE,FALSE,7,2,Medium,Promotion Offered,12/14/2029,FALSE
3176,Employee_3176,Marketing,Senior Developer,35,Female,12.9,0.38,0.59,Cultural Issues,Better Opportunity,Medium,TRUE,4,2.5,FALSE,FALSE,FALSE,6,3,Medium,Training,12/15/2029,FALSE
3177,Employee_3177,Finance,Lead,51,Non-binary,15.1,0.39,0.51,Work-Life Balance,Personal Reasons,High,FALSE,4,4,TRUE,TRUE,TRUE,7,1,Low,None,12/16/2029,FALSE
3178,Employee_3178,Finance,Executive,48,Male,18.6,0.73,0.34,Lack of Growth,Relocation,High,FALSE,2,4.9,FALSE,FALSE,FALSE,5,0,High,Promotion Offered,12/17/2029,TRUE
3179,Employee_3179,Marketing,Senior Developer,37,Non-binary,13.1,0.6,0.66,Lack of Growth,Burnout,Medium,TRUE,6,4.3,TRUE,TRUE,TRUE,6,4,High,Promotion Offered,12/18/2029,TRUE
3180,Employee_3180,Finance,Lead,27,Female,19.4,0.73,0.87,Work-Life Balance,Personal Reasons,Low,TRUE,6,2,FALSE,FALSE,TRUE,9,3,High,Promotion Offered,12/19/2029,TRUE
3181,Employee_3181,Sales,Analyst,54,Female,7.2,0.75,0.9,Management Conflict,Better Opportunity,Low,FALSE,2,4.6,FALSE,TRUE,TRUE,6,9,Low,Training,12/20/2029,TRUE
3182,Employee_3182,IT,Lead,39,Male,7.3,0.22,0.46,Lack of Growth,Compensation,Low,FALSE,7,4.1,TRUE,FALSE,FALSE,6,1,Low,Training,12/21/2029,TRUE
3183,Employee_3183,Sales,Analyst,37,Male,11.1,0.24,0.72,Burnout,Compensation,Low,TRUE,5,2.4,FALSE,FALSE,FALSE,6,5,High,None,12/22/2029,TRUE
3184,Employee_3184,Operations,Analyst,33,Female,8,0.63,0.9,Cultural Issues,Personal Reasons,Low,FALSE,2,2.9,FALSE,TRUE,FALSE,10,4,Low,Mentorship,12/23/2029,TRUE
3185,Employee_3185,Sales,Senior Developer,41,Female,0.5,0.35,0.59,Cultural Issues,Relocation,Low,TRUE,5,2.4,FALSE,FALSE,FALSE,8,0,Low,Mentorship,12/24/2029,TRUE
3186,Employee_3186,Operations,Lead,50,Non-binary,14.8,0.71,0.95,Work-Life Balance,Better Opportunity,High,FALSE,0,4.2,FALSE,TRUE,TRUE,9,9,Low,None,12/25/2029,TRUE
3187,Employee_3187,Finance,Analyst,51,Female,15.2,0.64,0.93,Cultural Issues,Better Opportunity,High,FALSE,5,2,FALSE,TRUE,TRUE,5,2,Medium,Mentorship,12/26/2029,TRUE
3188,Employee_3188,IT,Executive,47,Non-binary,15.1,0.67,0.45,Better Opportunity,Relocation,Medium,FALSE,6,3.4,FALSE,FALSE,FALSE,6,3,High,Salary Adjustment,12/27/2029,TRUE
3189,Employee_3189,Finance,Senior Developer,43,Male,7.2,0.44,0.48,Cultural Issues,Relocation,Low,TRUE,3,5,FALSE,FALSE,FALSE,8,0,Medium,Mentorship,12/28/2029,TRUE
3190,Employee_3190,HR,Lead,54,Non-binary,10.7,0.71,0.43,Work-Life Balance,Personal Reasons,Low,FALSE,3,4.6,TRUE,TRUE,TRUE,7,11,High,Training,12/29/2029,FALSE
3191,Employee_3191,Finance,Lead,50,Female,7.5,0.86,0.44,Work-Life Balance,Personal Reasons,Low,TRUE,2,3.8,TRUE,FALSE,FALSE,9,11,Low,Training,12/30/2029,FALSE
3192,Employee_3192,Operations,Intern,43,Non-binary,0.8,1,0.94,Work-Life Balance,Compensation,Medium,FALSE,4,4.1,TRUE,FALSE,TRUE,10,12,High,Promotion Offered,12/31/2029,TRUE
3193,Employee_3193,Finance,Lead,34,Non-binary,11.5,0.87,0.95,Burnout,Compensation,High,TRUE,10,3.8,FALSE,FALSE,TRUE,5,10,High,Training,1/1/2030,FALSE
3194,Employee_3194,Finance,Senior Developer,30,Male,2.9,0.65,0.34,Better Opportunity,Relocation,High,FALSE,0,4.4,TRUE,TRUE,FALSE,9,7,Medium,Salary Adjustment,1/2/2030,FALSE
3195,Employee_3195,IT,Executive,45,Non-binary,2.1,0.35,0.72,Lack of Growth,Burnout,Low,TRUE,5,4.7,FALSE,TRUE,TRUE,5,2,Medium,Salary Adjustment,1/3/2030,FALSE
3196,Employee_3196,Finance,Lead,36,Female,15.2,0.75,0.69,Management Conflict,Burnout,High,TRUE,1,4.3,FALSE,FALSE,TRUE,5,14,Low,Salary Adjustment,1/4/2030,FALSE
3197,Employee_3197,IT,Intern,57,Non-binary,0.7,0.95,0.57,Cultural Issues,Burnout,High,FALSE,3,2.5,TRUE,TRUE,TRUE,7,4,Low,Promotion Offered,1/5/2030,FALSE
3198,Employee_3198,Marketing,Senior Developer,34,Non-binary,19.2,0.37,0.74,Burnout,Better Opportunity,High,TRUE,5,3.1,FALSE,TRUE,FALSE,5,11,Medium,Mentorship,1/6/2030,TRUE
3199,Employee_3199,HR,Analyst,48,Non-binary,10.5,0.4,0.96,Lack of Growth,Personal Reasons,Low,FALSE,10,4.4,TRUE,TRUE,TRUE,7,2,High,Promotion Offered,1/7/2030,FALSE
3200,Employee_3200,IT,Manager,58,Female,19.7,0.32,0.42,Work-Life Balance,Relocation,High,FALSE,10,4.5,TRUE,FALSE,FALSE,6,3,High,Training,1/8/2030,TRUE
3201,Employee_3201,Operations,Manager,28,Non-binary,1.6,0.79,0.38,Lack of Growth,Compensation,High,FALSE,5,3.9,TRUE,FALSE,TRUE,9,14,Low,Salary Adjustment,1/9/2030,TRUE
3202,Employee_3202,Marketing,Analyst,29,Female,11.9,0.53,0.32,Lack of Growth,Burnout,Medium,TRUE,9,4.1,TRUE,FALSE,FALSE,5,8,Low,Promotion Offered,1/10/2030,FALSE
3203,Employee_3203,IT,Lead,58,Non-binary,7.3,0.25,0.55,Better Opportunity,Compensation,Low,FALSE,6,2.5,FALSE,FALSE,TRUE,7,12,Low,Promotion Offered,1/11/2030,TRUE
3204,Employee_3204,IT,Manager,35,Male,16.9,0.9,0.54,Work-Life Balance,Personal Reasons,High,FALSE,0,3.1,TRUE,TRUE,TRUE,6,12,High,Salary Adjustment,1/12/2030,FALSE
3205,Employee_3205,HR,Manager,33,Male,7.5,0.65,0.6,Burnout,Relocation,Low,FALSE,5,3.6,TRUE,TRUE,TRUE,9,2,High,None,1/13/2030,TRUE
3206,Employee_3206,Operations,Analyst,57,Male,5.6,0.46,0.65,Burnout,Burnout,High,TRUE,8,5,FALSE,FALSE,TRUE,6,7,Low,Salary Adjustment,1/14/2030,TRUE
3207,Employee_3207,Sales,Lead,38,Female,17.2,0.48,0.83,Work-Life Balance,Burnout,Low,FALSE,7,4.4,TRUE,FALSE,FALSE,8,5,High,None,1/15/2030,TRUE
3208,Employee_3208,Sales,Lead,50,Female,7.8,0.43,0.57,Cultural Issues,Relocation,High,FALSE,7,2.6,FALSE,TRUE,TRUE,9,5,High,Salary Adjustment,1/16/2030,FALSE
3209,Employee_3209,IT,Analyst,48,Female,0.8,0.56,0.53,Burnout,Compensation,High,FALSE,10,3.1,TRUE,FALSE,TRUE,7,0,High,Mentorship,1/17/2030,FALSE
3210,Employee_3210,Finance,Lead,22,Non-binary,8.1,0.47,0.88,Burnout,Personal Reasons,Medium,FALSE,5,2.7,TRUE,FALSE,FALSE,5,11,High,None,1/18/2030,FALSE
3211,Employee_3211,Operations,Lead,55,Female,13.3,0.64,0.89,Cultural Issues,Personal Reasons,Low,TRUE,3,2.5,FALSE,FALSE,TRUE,7,10,High,None,1/19/2030,TRUE
3212,Employee_3212,Marketing,Senior Developer,25,Female,5.5,0.82,0.46,Cultural Issues,Personal Reasons,High,FALSE,0,2.4,TRUE,FALSE,TRUE,10,6,High,Promotion Offered,1/20/2030,FALSE
3213,Employee_3213,Finance,Senior Developer,45,Female,8.9,0.74,0.52,Burnout,Compensation,Medium,FALSE,4,4.9,TRUE,FALSE,FALSE,7,14,Low,None,1/21/2030,TRUE
3214,Employee_3214,Finance,Analyst,42,Female,1.6,0.44,0.88,Burnout,Compensation,Medium,FALSE,4,4.7,FALSE,FALSE,TRUE,7,3,Low,Training,1/22/2030,TRUE
3215,Employee_3215,Operations,Executive,54,Male,12,0.62,0.36,Burnout,Burnout,Low,TRUE,6,3.4,TRUE,TRUE,FALSE,9,7,Medium,Promotion Offered,1/23/2030,FALSE
3216,Employee_3216,IT,Manager,28,Non-binary,15.2,0.87,0.53,Cultural Issues,Compensation,Low,FALSE,0,3.6,TRUE,TRUE,TRUE,9,8,Low,Promotion Offered,1/24/2030,TRUE
3217,Employee_3217,IT,Senior Developer,22,Male,8.6,0.25,0.61,Burnout,Better Opportunity,Medium,FALSE,10,4.5,FALSE,FALSE,FALSE,8,1,Medium,Mentorship,1/25/2030,FALSE
3218,Employee_3218,IT,Manager,24,Non-binary,8.7,0.26,0.43,Lack of Growth,Relocation,Low,FALSE,5,3.9,TRUE,FALSE,TRUE,10,7,High,Promotion Offered,1/26/2030,FALSE
3219,Employee_3219,IT,Intern,36,Non-binary,2.2,0.64,0.43,Lack of Growth,Compensation,Low,FALSE,6,4.2,FALSE,TRUE,FALSE,6,10,High,Promotion Offered,1/27/2030,TRUE
3220,Employee_3220,Sales,Analyst,52,Male,4.4,0.71,0.6,Cultural Issues,Personal Reasons,Low,FALSE,0,4.4,FALSE,TRUE,FALSE,10,7,High,Training,1/28/2030,FALSE
3221,Employee_3221,IT,Executive,37,Female,3.5,0.37,0.83,Cultural Issues,Compensation,High,FALSE,2,3.4,TRUE,FALSE,FALSE,7,5,Low,Promotion Offered,1/29/2030,FALSE
3222,Employee_3222,Sales,Intern,31,Male,9.9,0.8,0.89,Cultural Issues,Burnout,Low,TRUE,9,4.9,FALSE,FALSE,TRUE,8,13,High,None,1/30/2030,FALSE
3223,Employee_3223,Sales,Intern,50,Non-binary,10.8,0.72,0.99,Management Conflict,Relocation,Low,TRUE,8,3.9,TRUE,FALSE,TRUE,8,2,Low,Mentorship,1/31/2030,TRUE
3224,Employee_3224,IT,Lead,27,Non-binary,19,0.94,0.35,Cultural Issues,Relocation,Medium,FALSE,7,3.9,FALSE,TRUE,FALSE,9,4,Low,Training,2/1/2030,TRUE
3225,Employee_3225,HR,Intern,50,Female,1.9,0.34,0.45,Management Conflict,Personal Reasons,Medium,TRUE,9,2.4,TRUE,FALSE,TRUE,6,1,Low,Salary Adjustment,2/2/2030,TRUE
3226,Employee_3226,Marketing,Analyst,38,Male,12.2,0.8,0.83,Cultural Issues,Relocation,Medium,TRUE,5,5,TRUE,FALSE,FALSE,8,13,High,Salary Adjustment,2/3/2030,TRUE
3227,Employee_3227,Finance,Senior Developer,43,Non-binary,10.8,0.27,0.68,Work-Life Balance,Better Opportunity,Low,TRUE,7,2.2,FALSE,TRUE,FALSE,5,13,Low,Salary Adjustment,2/4/2030,TRUE
3228,Employee_3228,Sales,Analyst,45,Male,10.6,0.65,0.53,Better Opportunity,Relocation,Low,FALSE,1,5,FALSE,TRUE,TRUE,8,5,Medium,Training,2/5/2030,FALSE
3229,Employee_3229,Operations,Senior Developer,38,Female,17.5,0.64,0.44,Burnout,Personal Reasons,Medium,FALSE,6,4.7,TRUE,FALSE,FALSE,9,13,Medium,Salary Adjustment,2/6/2030,FALSE
3230,Employee_3230,Operations,Intern,42,Female,4.5,0.51,0.5,Burnout,Relocation,Medium,TRUE,1,4.6,TRUE,FALSE,TRUE,7,2,High,None,2/7/2030,FALSE
3231,Employee_3231,Marketing,Intern,32,Non-binary,1.3,0.88,0.6,Lack of Growth,Compensation,High,FALSE,2,4,TRUE,TRUE,FALSE,9,3,Medium,Salary Adjustment,2/8/2030,FALSE
3232,Employee_3232,Operations,Executive,28,Female,13.6,0.2,0.42,Work-Life Balance,Burnout,High,TRUE,1,3.8,TRUE,FALSE,TRUE,9,8,Low,Salary Adjustment,2/9/2030,FALSE
3233,Employee_3233,HR,Senior Developer,26,Non-binary,7.2,0.62,0.97,Better Opportunity,Compensation,High,FALSE,10,5,FALSE,FALSE,FALSE,6,9,Medium,Mentorship,2/10/2030,FALSE
3234,Employee_3234,Operations,Intern,42,Non-binary,0.8,0.37,0.38,Burnout,Better Opportunity,Low,TRUE,4,4.9,FALSE,TRUE,FALSE,10,4,High,Salary Adjustment,2/11/2030,TRUE
3235,Employee_3235,Finance,Lead,39,Female,5.4,0.79,0.99,Burnout,Better Opportunity,Low,FALSE,9,4.4,TRUE,FALSE,TRUE,5,12,Medium,Salary Adjustment,2/12/2030,TRUE
3236,Employee_3236,Finance,Manager,56,Female,6.5,0.23,0.89,Management Conflict,Burnout,Medium,FALSE,4,2.3,TRUE,TRUE,TRUE,5,6,Medium,Promotion Offered,2/13/2030,FALSE
3237,Employee_3237,Sales,Executive,41,Male,12.5,0.87,0.6,Lack of Growth,Burnout,High,TRUE,5,3.1,TRUE,FALSE,TRUE,10,11,Medium,None,2/14/2030,TRUE
3238,Employee_3238,IT,Analyst,36,Male,3.9,0.87,0.82,Management Conflict,Burnout,Low,FALSE,5,4.6,FALSE,TRUE,FALSE,6,8,Low,Training,2/15/2030,TRUE
3239,Employee_3239,HR,Executive,26,Non-binary,8.6,0.87,0.77,Management Conflict,Burnout,High,FALSE,6,4.1,TRUE,TRUE,FALSE,6,12,Low,Mentorship,2/16/2030,TRUE
3240,Employee_3240,Sales,Manager,34,Male,9.9,0.32,0.45,Lack of Growth,Relocation,High,TRUE,7,2.4,TRUE,TRUE,TRUE,8,4,Medium,Training,2/17/2030,TRUE
3241,Employee_3241,HR,Senior Developer,33,Non-binary,9.5,0.7,0.54,Better Opportunity,Compensation,Low,FALSE,3,3,FALSE,TRUE,TRUE,10,0,Low,Salary Adjustment,2/18/2030,FALSE
3242,Employee_3242,IT,Analyst,42,Female,19.5,0.21,0.66,Lack of Growth,Better Opportunity,High,TRUE,8,2.1,TRUE,FALSE,TRUE,5,1,Medium,Promotion Offered,2/19/2030,TRUE
3243,Employee_3243,Operations,Analyst,58,Female,1.4,0.88,0.75,Cultural Issues,Relocation,Medium,TRUE,2,4.7,TRUE,TRUE,TRUE,9,2,Medium,Salary Adjustment,2/20/2030,TRUE
3244,Employee_3244,Operations,Senior Developer,27,Male,19,0.78,0.68,Management Conflict,Burnout,Medium,TRUE,4,4.2,FALSE,FALSE,TRUE,10,2,Medium,Salary Adjustment,2/21/2030,TRUE
3245,Employee_3245,IT,Executive,28,Non-binary,11.8,0.62,0.63,Cultural Issues,Personal Reasons,Low,TRUE,2,3.3,TRUE,TRUE,TRUE,8,14,High,Mentorship,2/22/2030,FALSE
3246,Employee_3246,Sales,Intern,47,Non-binary,16,0.78,0.61,Lack of Growth,Personal Reasons,High,FALSE,1,4.3,TRUE,TRUE,TRUE,5,0,High,Mentorship,2/23/2030,TRUE
